行号 / Row ID,资源中文名 / Asset Name CN,资源英文名 / Asset Name EN,模块中文 / Module CN,模块英文 / Module EN,资源类型中文 / Type CN,资源类型英文 / Type EN,主状态中文 / Status CN,主状态英文 / Status EN,审核状态中文 / Review Status CN,审核状态英文 / Review Status EN,当前相对路径 / Current Relative Path,当前绝对路径 / Current Absolute Path,是否被引用 / Referenced,引用数量 / Reference Count,主要引用位置 / Primary References,当前运行版本 / Runtime Version,原始来源路径 / Original Source Path,生产来源路径 / Production Source Path,替代前资源 / Replaced Asset,替代后资源 / Replacement Asset,来源判定方法 / Provenance Method,来源可信度 / Provenance Confidence,文件格式 / Extension,像素尺寸 / Dimensions,文件大小 / Size Bytes,Alpha 状态 / Alpha,是否含烘焙文字 / Text Baked,SHA-256,Git 状态 / Git State,最后修改时间 / Last Modified,备注与行动 / Notes and Action
1313,待命名（Action Tile Blue）,Action Tile Blue,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/pause/action_tile_blue.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\pause\action_tile_blue.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/pause/action_tile_blue.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,152×126,3242,有 Alpha / Alpha,未知 / Unknown,b87933b627a6ffe9c8c7137b6673652d62b7bdb846155deb4b05453a3170ad6a,未跟踪 / Untracked,2026-08-13T11:07:02.992Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1314,待命名（Action Tile Red）,Action Tile Red,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/pause/action_tile_red.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\pause\action_tile_red.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/pause/action_tile_red.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,152×126,2932,有 Alpha / Alpha,未知 / Unknown,6c815b2db95a115d5f9f422f5ba3ea02da3ea2cfe2a3be9478e0e4cffdcd04c0,未跟踪 / Untracked,2026-08-13T11:07:02.993Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1315,图标魔炮,Icon Cannon,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_cannon.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\icon_cannon.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/icon_cannon.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,3333,有 Alpha / Alpha,未知 / Unknown,e4e875463dc446ffdd82a7f9e9f7f4d51fd97184732812cb34625092aed50e21,未跟踪 / Untracked,2026-08-13T11:07:02.968Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1316,图标发条,Icon Clockwork,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_clockwork.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\icon_clockwork.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/icon_clockwork.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,3442,有 Alpha / Alpha,未知 / Unknown,44021c271e84fb5a83a4fddc9bf3a2813ca81542b5c992c9356114f867f365be,未跟踪 / Untracked,2026-08-13T11:07:02.963Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1317,待命名（Icon Crystal Bundle）,Icon Crystal Bundle,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_crystal_bundle.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\icon_crystal_bundle.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/icon_crystal_bundle.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2795,有 Alpha / Alpha,未知 / Unknown,87cc2d88dd60e59305a79d48ee4cac3b349c6616c205c134d357f79554300acc,未跟踪 / Untracked,2026-08-13T11:07:02.947Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1318,图标火焰导管,Icon Fire Conduit,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_fire_conduit.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\icon_fire_conduit.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/icon_fire_conduit.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2838,有 Alpha / Alpha,未知 / Unknown,f28b672d763e66d06b92d4a5ebb13bda6d1140a87fd5897300fb7002d0141739,未跟踪 / Untracked,2026-08-13T11:07:02.953Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1319,图标棱镜,Icon Prism,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_prism.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\icon_prism.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/icon_prism.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2465,有 Alpha / Alpha,未知 / Unknown,edda7237327a27830030bb0c75e35ce9c76bc1dda9c426bbbc3f6230a7470fba,未跟踪 / Untracked,2026-08-13T11:07:02.966Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1320,待命名（Icon Steam Furnace）,Icon Steam Furnace,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_steam_furnace.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\icon_steam_furnace.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/icon_steam_furnace.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,3429,有 Alpha / Alpha,未知 / Unknown,7d62934e3c59d4bf1f7ea6a30f4c2556845764c88650206bd85f76ac1abfd1a6,未跟踪 / Untracked,2026-08-13T11:07:02.958Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1321,待命名（Price Strip Crystal）,Price Strip Crystal,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/price_strip_crystal.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\price_strip_crystal.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/price_strip_crystal.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,188×52,2182,有 Alpha / Alpha,未知 / Unknown,1fcca78b27e36a782a7426d0606a18ef0311c935102cb461aeee0f795ab7f220,未跟踪 / Untracked,2026-08-13T11:07:02.924Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1322,待命名（Price Strip Money）,Price Strip Money,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/price_strip_money.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\price_strip_money.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/price_strip_money.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,188×52,2220,有 Alpha / Alpha,未知 / Unknown,8d377cb2fbb4c94e3c1b1549fa57c1be0983982af4761d2448d3a26a58550d61,未跟踪 / Untracked,2026-08-13T11:07:02.927Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1323,待命名（Product Slot Default）,Product Slot Default,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/product_slot_default.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\product_slot_default.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/product_slot_default.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,190×250,2743,有 Alpha / Alpha,未知 / Unknown,0c8cab87e85824b6eb2b461dadfea32b14cb521d540b4c87fa5ae5556f61724d,未跟踪 / Untracked,2026-08-13T11:07:03.008Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1324,待命名（Product Slot Unavailable）,Product Slot Unavailable,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/product_slot_unavailable.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\product_slot_unavailable.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/product_slot_unavailable.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,190×250,2909,有 Alpha / Alpha,未知 / Unknown,ec29dd513ba5d9d598cd4577bb76c240d90ba30eb4d6abef4e6bd2825ada089f,未跟踪 / Untracked,2026-08-13T11:07:03.011Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1325,待命名（Purchase Quantity Row）,Purchase Quantity Row,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/purchase_quantity_row.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\purchase_quantity_row.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/purchase_quantity_row.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,400×76,1464,有 Alpha / Alpha,未知 / Unknown,13052f298065a8244afc0b1d19a290b846c6ec12a9fca4d77c7b3481e783167f,未跟踪 / Untracked,2026-08-13T11:07:03.013Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1326,状态每日限制,Status Daily Limit,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_daily_limit.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\status_daily_limit.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/status_daily_limit.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,64×64,2577,有 Alpha / Alpha,未知 / Unknown,581acb8bda12c668787e47bfffc1b3918653f96851d203e4c661591913de99a5,未跟踪 / Untracked,2026-08-13T11:07:02.931Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1327,状态不足,Status Insufficient,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_insufficient.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\status_insufficient.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/status_insufficient.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,64×64,1716,有 Alpha / Alpha,未知 / Unknown,2e0c43d1ce81a287007a7b20aa60038432c72914e7300eaada1b28caf6613dcf,未跟踪 / Untracked,2026-08-13T11:07:02.939Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1328,状态已拥有,Status Owned,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_owned.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\status_owned.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/status_owned.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,64×64,2088,有 Alpha / Alpha,未知 / Unknown,d8ff98e56d899a4f1a75d799e17f013b1989a5e86e740b21fa6869f0f7403471,未跟踪 / Untracked,2026-08-13T11:07:02.936Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1329,状态售罄完,Status Sold Out,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_sold_out.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\shop\status_sold_out.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop/status_sold_out.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,64×64,1981,有 Alpha / Alpha,未知 / Unknown,26a7019c1a81f05eef1d7ec5eeb23c5d11af3ffd0d9ee6d8ce646588728b5491,未跟踪 / Untracked,2026-08-13T11:07:02.933Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1330,界面权益外框v03,Ui Benefits Shell v03,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/frames/ui_benefits_shell_v03.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\frames\ui_benefits_shell_v03.png,否 / No,0,,v03,,,,,路径分类 / Path Classification,LOW / 低,.png,890×908,384663,有 Alpha / Alpha,否 / No,e640cd4cdd7964c9b909e2cd9c3f792579f30b44c41376035332526903540627,未跟踪 / Untracked,2026-08-19T15:01:08.656Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
1331,界面每日签到外框v03,Ui Daily Signin Shell v03,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/frames/ui_daily_signin_shell_v03.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\frames\ui_daily_signin_shell_v03.png,否 / No,0,,v03,,,,,路径分类 / Path Classification,LOW / 低,.png,915×453,445271,有 Alpha / Alpha,否 / No,01605e50d19fc88218cb86a1977ac48bfb3dd1ddbd440a6dc6be644d197d3a7c,未跟踪 / Untracked,2026-08-19T15:01:07.858Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
